date_added,date_modified,id,id_category,id_item,item_name,item_uuid,price_buy,price_sell
1751928392,1759579753,68,21,138,LuxCore,78e0c040-6668-4b43-a29c-4c47051bba8d,,179000
1751928392,1759579754,69,21,1755,MegaFlux,5fac1c59-a35b-468b-805c-cc273faa02bb,,113600
1751928392,1759579754,70,21,965,Radiance,64844114-2aaa-4292-9326-0e3ac941afd9,,70800
1751928392,1759579753,71,21,937,Slipstream,92fc134c-4d10-48fb-b439-aec44e36fe4e,250000,184750
1751928392,1759579754,72,21,1769,UltraFlux,f549b612-0be0-41fe-91d1-12a479af2ac8,,67250
1751928392,1759579754,73,22,971,Yeager,903b3f33-f3de-412f-8804-19090436c525,,265000
1751928392,1759579753,74,23,1749,CoverAll,b14fb966-10f0-4207-8a41-2317798deccc,,64750
1751928392,1759579754,75,23,1751,Sheut,d8c15fce-d188-4ce4-b303-196bc733b5d7,,62500
1751928392,1759579753,76,23,155,Umbra,6bec0a0a-9214-448c-96ea-272fc9302a27,,218500
1751928392,1759579753,77,23,2114,Veil,32e241cf-130e-4b00-8752-0da67e98a40f,,68625
1751928392,1759579753,78,32,1613,NN-13 Cannon,3fc83638-fbe5-4d75-8e18-678736fefbc4,425000,280625
1751928392,1759579753,79,18,3660,Demeco LMG,b13a3815-92e7-4e09-962f-b24bcdaf3a42,,117667
1751928392,1759579754,80,18,2320,GP-33 MOD Grenade Launcher,a6688dce-f8c7-4b73-b657-bd1e17f951d3,,239000
1751928392,1759579753,81,18,2560,GP-33 MOD &quot;Copperhead&quot; Grenade Launcher,,,143750
1751928392,1759579753,82,22,2113,Spectre,1f6908a2-80b0-48c1-ad76-d93a6afcbfd7,500000,253571
1751928392,1759079705,83,18,4285,APX Fire Extinguisher,55a31baf-3a80-427c-8fdd-6e33de1e2b9a,,5000000
1751928392,1759579753,84,61,4393,Cave Kopion Horn,,200000,202500
1751928392,1754342327,85,32,2,Omnisky VI Cannon,1893e596-acaf-49bc-b367-e43e99c2925f,,45000
1751928392,1759579754,86,61,2239,Revenant Pod,e4df22f0-79c2-46ff-84e5-4e9f36c262e5,,5500
1751928392,1759579753,87,61,4392,Tundra Kopion Horn,,,8000
1751928392,1759579753,88,61,2232,Amioshi Plague,56b8e65f-b858-48d2-9915-c7d1a6e5d8b3,,23250
1751928392,1759579754,89,61,4407,GP-XP Industrial Battery,,,975000
1751928392,1759579753,90,61,4359,Alignment Blade,,,216667
1751928392,1759579753,91,3,2591,Star Kitten Helmet,7d74b158-27c6-49d2-b9ae-7542d087eb95,,232143
1751928392,1759579753,92,22,975,Crossfield,9e3a3bcb-d90a-46c5-912b-079fd15157cc,,151667
1751928392,1754428683,93,20,605,Constellation Dark Green Livery,fa6aa876-d5e1-46e8-9f10-543243ccbccc,,1500000
1751928392,1759579753,94,18,3348,F55 LMG,d52a4cbb-4791-476d-a104-9f21e8d3f855,,164000
1751928392,1759579753,95,3,4441,Berserker Helmet,,,545313
1751928392,1759579754,96,3,2448,Parasite V: Dark Birth Replica Helmet,e33d093a-c1bf-4d60-96e8-7ecadff067a1,,190000
1751928392,1759579753,97,3,2453,Sangar Helmet,d28e663f-32ee-496d-b475-4c84b17158df,,400000
1751928392,1759079706,98,3,2602,Microid Battle Suit Helmet,cd8b1a7b-9473-47c0-b52b-e24403cceec8,,700000
1751928392,1759579753,99,3,2447,Aztalan Galena Helmet,722c7f57-40f0-41b9-96ab-422462875edd,,466667
1751928392,1759579753,100,3,2571,Aztalan Tamarack Helmet,100ebcc3-6792-4d83-89d6-0ae4b42f4963,400000,400000
1751928392,1759579754,101,3,2573,Fortifier Helmet Base,726203eb-24e1-4430-bd80-20e7b86f8e41,,143000
1751928392,1759579754,102,3,2601,Fortifier Helmet White,a490f534-4324-4fd9-8cc2-cab32a70fb71,,250000
1751928392,1759579754,103,18,4433,Parallax &quot;Shock Trooper&quot; Energy Assault Rifle,,110000,1015000
1751928392,1759579754,104,18,2559,GP-33 MOD &quot;Ashfall&quot; Grenade Launcher,,,103000
1751928392,1754515103,105,38,2515,One Empire 200th Anniversary Coin,,,50000
1751928392,1754515103,106,61,3469,Book,aa0b2693-e9b0-487a-843b-9862fb745e44,,10000
1751928392,1759579753,107,18,2553,Atzkav &quot;Venom&quot; Sniper Rifle,,,200000
1751928392,1759579753,108,3,4281,Calva Helmet,57386b72-68c8-4d08-ab87-2e2c9e1380e5,5000000,758333
1751928392,1759579753,109,3,2415,Artimex Helmet Canuto,6e98c7be-f047-4d1e-b830-605d5036874a,,200000
1751928392,1759579753,110,3,3499,Caudillo Helmet Steel,1d0a8f9b-263b-4982-82ee-c4ef2502ae49,,1483330
1751928392,1759579754,111,18,2280,"Pyro RYT ""Quicksilver"" Multi-Tool",,,144800
1751928392,1759579753,112,18,2296,"Pyro RYT ""Harvester"" Multi-Tool",,,453333
1751928392,1759579753,113,18,2297,"Pyro RYT ""Bloodline"" Multi-Tool",,,705711
1751928392,1759579753,114,18,2281,"Pyro RYT ""Ghost"" Multi-Tool",,,429800
1751928392,1759579754,115,18,2295,"Pyro RYT ""Mirage"" Multi-Tool",,,376333
1751928392,1759579754,116,3,2289,Mandible Sandcrawler Helmet,95fed5c3-d40d-40b5-84e9-371458b0ff81,,265000
1751928392,1759579754,117,24,3394,Pembroke Graphite Exploration Suit,,,2000000
1751928392,1759579753,118,18,2800,Deadrig Shotgun,7b17e697-ad38-4999-87e4-14f5a6bee3ac,,390000
1751928392,1759579753,119,18,2305,WowBlast Desperado Toy Pistol Red,413242d8-ce09-4eb7-88d4-9841139ade80,600000,553667
1751928392,1759079706,120,18,2405,P6-LR &quot;Archangel&quot; Sniper Rifle,,,228091
1751928392,1759579753,121,18,2625,P6-LR Sniper Rifle,01f2b88a-9752-4cd8-9f73-d151b4b2ca61,,120000
1751928392,1759493395,122,2,2622,Pembroke Backpack RSI Edition (Modified),38ec64d5-e99f-447b-899f-cb5392b3a236,,75000
1751928392,1759579753,123,18,2620,Atzkav Sniper Rifle,7623e7fa-3be9-4e9d-891c-597482c448b5,,140000
1751928392,1759579754,124,61,2236,Heart of the Woods,cb1c1afb-1b0a-4c08-9329-e462731ce6e6,,5000
1751928392,1759579753,125,4,2621,Citadel-SE Legs White,4822ce40-491f-4d30-9eb1-0a4b64837b98,,500000
1751928392,1759579753,126,5,2860,Citadel Core Base,f37b03a9-c689-47a6-bc25-49358e0043d8,125000,345000
1751928392,1759579753,127,18,2568,Arrowhead &quot;Pathfinder&quot; Sniper Rifle,,,132714
1751928392,1759579753,128,3,2454,Overlord Helmet Supernova,a173cc6f-4c6d-4f31-8ce7-67b9b6a0fe37,,244167
1751928392,1759579753,129,5,2215,Artimex Core (Modified),87cbf984-fd76-40cf-9921-1ee92945de3d,,300000
1751928392,1759579753,130,3,2590,Star Kitten Damon Helmet,c2cff339-9b7d-48a7-84f8-7868e17e1f6a,,358222
1751928392,1759079706,131,3,3467,Oracle Helmet Violet,94bb9fd0-a6d7-4015-bb42-8fb4acf3f793,,200000
1751928392,1759579753,132,18,2659,Scourge &quot;Desert Shadow&quot; Railgun,,,479700
1751928392,1754860718,133,3,1555,Horizon Helmet Green,a1e09caa-9629-4a99-88ec-76fc83b7c9b1,,50000
1751928392,1759579753,134,3,2583,Neoni 'Jami' Helmet,,,334286
1751928392,1759579753,135,1,2660,Citadel SE Arms Maroon,,,400000
1751928392,1759079705,136,18,2323,C54 &quot;Luminalia&quot; SMG,1b652f9f-812b-4bb5-827a-aa96f41160ab,,100000
1751928392,1759579753,137,38,4185,Picoball,0df8a4e8-b328-44ae-a0c4-a54522210aa2,5500000,1448840
1751928392,1759579753,138,68,2535,Avalos Scout Glasses,,5000000,2125000
1751928392,1759579753,139,3,2584,Neoni 'Onna' Helmet,,,294000
1751928392,1759579753,140,18,4443,Atzkav &quot;Mirage&quot; Sniper Riffle,,,366667
1751928392,1759079707,141,18,1706,Ravager-212 Twin Shotgun,3ec76bc1-de5a-44f8-8469-783ec803d89d,,225000
1751928392,1759579754,142,18,2324,Ravager-212 &quot;Bright Star&quot; Twin Shotgun,,,812500
1751928392,1759579754,143,18,3993,Scalpel Sniper Rifle,bab1362b-0860-4a52-ad5b-dfb63d12f651,,70000
1751928392,1759579753,144,18,553,Devastator Shotgun,82c475c9-7e54-4991-ad37-66f08cbc54f3,,116667
1751928392,1759579754,145,18,2554,Yubarev &quot;Igniter&quot; Pistol,,,48750
1751928392,1759579754,146,18,2558,WowBlast Desperado Toy Pistol Teal,44d3347d-4d42-4571-8ca8-0e24afd88ca7,,106800
1751928392,1759579754,147,18,2556,WowBlast Desperado Toy Pistol Blue,32c131f6-e2d2-4651-bc4f-ff2706c367d8,,166667
1751928392,1759579753,148,3,2592,Star Kitten Sally Helmet,f68d0f94-b843-44ba-ac94-ee54a2f218d5,500000,266667
1751928392,1759579754,149,3,2585,Neoni 'Tengubi' Helmet,,,370000
1751928392,1759579753,150,17,4432,"Tau Plus ""Scorched"" (4x Telescopic)",be792212-0662-4351-95cb-31b4d3fe9a0d,100000,55000
1751928392,1759579754,151,3,3306,Oracle Helmet Sandstorm,3e48d826-1663-497e-8f21-3eaa67dab60f,,450000
1751928392,1759579753,152,3,2721,Paladin Helmet Black/Silver,7327ea89-c9dc-462b-9517-1739dbfaa184,,266556
1751928392,1759579754,153,10,2481,Jacopo Tophat,dfe02e04-d809-4961-898b-b30c87c07c74,,2833330
1751928392,1759579753,154,32,1439,Attrition-4 Repeater,7bd374e9-9d2f-4659-94cf-840e79d23b34,,73750
1751928392,1759579753,155,3,2452,Voidripper Helmet,3d3a79ad-af46-4d77-baf0-184c6d06844e,,87500
1751928392,1759579754,156,18,2334,Njakte Knife,c5f73e29-47ab-49dd-a571-9d3280d938c8,,94444
1751928392,1759579753,157,18,2723,Arrowhead Sniper Rifle,5ea1071e-2dc7-4c96-8ae7-aa10775a093a,,175000
1751928392,1759579753,158,5,3679,Artimex Core,c488aefd-c738-4cae-a558-fe12cfa0bcb1,,862500
1751928392,1759579754,159,3,3312,Morningstar Helmet Neon Pink,52a0a4b4-61c4-43a2-a423-342312070ac0,,250000
1751928392,1759579753,160,1,2859,Citadel Arms Base,0609e473-5cf1-4637-8cbd-ad4f2aab0860,,214500
1751928392,1759579754,161,18,2375,Gallant &quot;Red Alert&quot; Assault Rifle,,,210000
1751928392,1759579754,162,18,2372,"Ravager-212 ""Red Alert"" Shotgun",,,87500
1751928392,1759579754,163,3,4429,Sangar Helmet (Modified),d28e663f-32ee-496d-b475-4c84b17158df,,112500
1751928392,1759579754,164,3,2353,Morningstar Helmet Green,06c21092-cc23-4e05-9193-a058908e2e3d,,533333
1751928392,1759579754,165,5,3879,Inquisitor Core Dark Green,7b756dc5-ad76-47e2-9e48-d398d6f25827,,800000
1751928392,1759079706,166,1,2865,Inquisitor Arms Dark Green,40d944eb-b415-4888-a7c3-c867bc36908a,,212500
1751928392,1759579754,167,4,3878,Inquisitor Legs Dark Green,6c53806f-80f6-48c8-8f6c-93d866948d5e,,250000
1751928392,1759579754,168,3,2354,Fortifier Helmet Maroon,e0f3070a-4f62-4983-bcd8-f1a22f734af7,,200000
1751928392,1759579754,169,18,2557,WowBlast Desperado Toy Pistol Orange,75be95dc-3679-458a-b41f-728b8422fdc4,,113000
1751928392,1759579753,170,17,2167,Black Prism (8x Telescopic),71aac893-8957-42e2-8956-61985ab2c4a5,,60000
1751928392,1759579754,171,18,2225,P6-LR &quot;Rime&quot; Sniper Rifle,,,200000
1751928392,1759579754,172,2,3218,Zeus Exploration Suit Backpack Starscape,,,2250000
1751928392,1759579753,173,18,2434,Atzkav &quot;Deadeye&quot; Sniper Rifle,,,480000
1751928392,1759579754,174,18,2552,Yubarev &quot;Venom&quot; Pistol,,,45000
1751928392,1759579753,175,5,3736,Inquisitor Core,986906da-1cd1-4a0b-b237-6d246a4b1687,,613667
1751928392,1759079705,176,4,2418,Artimex Legs Canuto,df77730e-1d7e-45ee-9364-3f86a38d7008,,325000
1751928392,1759579753,177,3,2420,Artimex Helmet Lodestone,e05f523f-2879-46a1-9d8e-5f236d18d46d,,233333
1751928392,1757625533,178,5,3299,Microid Battle Suit Core Lodestone,,,100000
1751928392,1759406942,179,1,2618,Citadel-SE Arms White,2d216b25-a317-49d5-888d-a28df20f3a9b,,750000
1751928392,1759579753,180,5,4273,Citadel Core Dark Red,ab06c2dd-33bb-4f2a-a4c8-de991b501f16,,241250
1751928392,1759579753,181,5,2439,Aztalan Galena Core,f87c80b2-6afe-4ddb-a818-503bfcdacbab,,300000
1751928392,1759579753,182,5,4402,Antium Armor Core Sand,,,300000
1751928392,1759579754,183,1,2657,Microid Battle Suit Arms Lowland,ea203dc7-9445-4560-95f7-ace39f232e5d,,95000
1751928392,1759406943,184,1,4078,Microid Battle Suit Arms Badland,34950651-daef-4a72-a4cd-c45c5c1003b8,,99999
1751928392,1759079706,185,3,4081,Microid Battle Suit Helmet Crucible,b29afd36-4a02-4687-819f-f01146352e19,,275000
1751928392,1759579754,186,4,3234,Overlord Legs Predator,0df0262a-6ec4-440a-9a14-d75c3fe36510,,300000
1751928392,1759579754,187,3,2600,Fortifier Helmet Dark Green,57a903e4-44a7-4af1-aebe-939af5718ab2,,200000
1751928392,1759579753,188,4,2861,Citadel Legs Base,cf694a72-5848-43b0-a3d2-1a570e029abd,1000000,660000
1751928392,1759579754,189,1,3464,Inquisitor Arms Aqua,a3d2c4b2-1e97-4522-8ff5-0769bf0f62bd,,425000
1751928392,1759579754,190,1,2355,Inquisitor Arms Sienna,98451bdd-049b-47ce-9d7e-d4d236bf6601,,250000
1751928392,1759579754,191,1,2710,Inquisitor Arms White,c4d91251-ef35-425d-ac6a-4c40f653f304,,450000
1751928392,1759579753,192,22,2032,Spicule,9ade5d70-fab6-43d5-9f12-72394fa2d5a0,,358667
1751928392,1759579753,193,3,2343,Sangar Helmet Grey/Black,168ad48a-ca8b-4272-8c9c-fd0d863959fb,,271000
1751928392,1759579754,194,3,2581,Mandible Firestrike Helmet,1d802d55-acca-416e-b4d0-4fc2f2cc08f4,,100000
1751928392,1759579754,195,3,2711,Morningstar Helmet Sienna,303d5646-8614-4d39-991c-78db6984632b,,200000
1751928392,1759579753,196,68,2537,Aponte Explorer Goggles,66b88d76-b20f-4880-9f98-11835398af3e,,875000
1751928392,1759579754,197,3,3231,Overlord Helmet Predator,9b51517f-80f1-49f2-b5bc-6e35fd3f5ab7,,375000
1751928392,1759579753,198,3,2347,Defiance Helmet (Modified),29b03c7a-8dbf-4411-8f2c-226266b94a31,,362500
1751928392,1755292732,199,3,1496,Stoneskin Helmet Desert,d3889502-12dd-47a9-b4f4-72e9543e79b7,,1500000
1751928392,1759079706,200,61,2627,Large Artifact Fragment (Pristine),b3cc386a-6dc4-46fa-bc73-238a27d080f2,,1000000
1751928392,1759579753,201,19,572,AbsoluteZero,67b6c401-1017-4c39-93f6-8305c4c67f69,,104750
1751928392,1759579754,202,3,3243,Overlord Helmet Dust Storm,afbade92-936a-495d-bbdc-f96559cdeb68,,225000
1751928392,1759579753,203,3,2411,Artimex Helmet Wildwood,72717f0f-ff1c-4194-bca5-9899f0d4502d,,100000
1751928392,1759579754,204,23,1935,FullStop,924e275a-d449-44f5-a8a8-6e0e93a9661e,,50699
1751928392,1759079706,205,18,2360,"Coda ""Ascension"" Pistol",1c3b19d9-6e60-4ec6-8fe2-968079e6edbc,,346667
1751928392,1759579754,206,18,2362,"Karna ""Ascension"" Rifle",ddda1704-45d6-4db8-8e66-4cbb588dfdbe,,5500000
1751928392,1759579754,207,3,4463,Morozov-SH Helmet Scorched-X,6728738c-6b2f-487f-a71c-11005f1144ab,,1075000
1751928392,1759579753,208,35,4023,C5-173f S5 Hornet Mk II Ball Turret,ea532b81-bbe5-4cc1-aede-4566ab44607e,,375000
1751928392,1759579753,209,32,4183,Ardor-2 Salvaged Repeater,d6decc9e-ec4f-4bab-a0bc-5e1dc01d7af7,250000,165000
1751928392,1759579753,210,18,4247,Karna &quot;Alpine Sunset&quot; Rifle,,,1166670
1751928393,1759079707,211,18,2361,"S71 ""Ascension"" Rifle",dddca60b-e7af-4a5f-bbe4-55c2b298fb63,,850000
1751928393,1759579753,212,3,2446,Arden-SL Helmet Balefire,cadb46d0-7009-4451-a984-6d79c7dd73ae,,350000
1751928393,1755638301,213,18,2376,Demeco &quot;Red Alert&quot; LMG,,,200000
1751928393,1759579753,214,18,2373,P8-SC &quot;Red Alert&quot; SMG,,,3485000
1751928393,1759579753,215,18,2486,"Arclight ""Glimmer"" Pistol",,,3000000
1751928393,1759579754,216,18,2487,S-38 &quot;One Empire&quot; Pistol,,,5000000
1751928393,1759579754,217,18,4248,LH86 &quot;Permafrost&quot; Pistol,,,300000
1751928393,1759079705,218,18,76,BR-2 Shotgun,70fba024-7de1-4b3e-b169-256a77cc080f,,200000
1751928393,1759579754,219,18,2739,"Scalpel ""Permafrost"" Sniper Rifle",,,149167
1751928393,1759079706,220,18,3344,FS-9 &quot;Evergreen&quot; LMG,,1000000,250000
1751928393,1759579753,221,18,1234,Coda Pistol,052b79e7-6c1d-4aee-96f6-e6d92559892f,,100000
1751928393,1759579754,222,20,4036,Intrepid Fusion Livery,9eaab991-f532-471a-9def-e399f7726f82,,1000000
1751928393,1759579753,223,4,1091,TrueDef-Pro Legs,26d116dd-ae63-485f-9146-f4f4f5ae548d,,766667
1751928393,1759079706,224,3,2630,Defiance Helmet Sunchaser,fe8b684e-e215-444c-89eb-91414a2604c0,,133333
1751928393,1759579753,225,17,3940,Tau Plus LL (4x Telescopic),98dc4abb-8518-479e-a56d-f15d98e037df,,423700
1751928393,1759579753,226,3,2631,Caudillo Helmet Cobalt,e40998cd-017c-492f-bce2-086d2d2fd39f,,206000
1751928393,1755983938,227,3,815,Horizon Helmet,4ccfcbd2-c0a8-408e-82f0-8e58a35817d9,,500000
1751928393,1759579754,228,3,2349,Oracle Helmet (Modified),3bb156ec-b515-4318-8633-4decddaac368,,2500000
1751928393,1759579753,229,61,4385,Wikelo Favor,,285000,433068
1751928393,1759079707,230,24,3393,Pembroke Ivory Exploration Suit,,,800000
1751928393,1759579753,231,3,2287,The Butcher Helmet,57637d2b-a480-4c22-8fd8-f9964f0c9088,,126250
1751928393,1755897497,232,3,2574,Giocoso Helmet Azure,fbb9f356-b016-4d2a-9a63-e20973d31e5b,,2000000
1751928393,1759579754,233,3,2576,Giocoso Helmet Obsidian,d674a92d-bcc0-4901-b5b1-3e335fdd9c38,,425000
1751928393,1755897497,234,3,2575,Giocoso Helmet Ivory,d2585ecb-f52e-43fd-b4dd-3cf2bd09ca9a,,2000000
1751928393,1759579753,235,4,4365,Inquisitor Legs Scorched,,,587500
1751928393,1759579753,236,3,3413,Aztalan Helmet,bccb4451-aee1-49a2-8262-87a58d372f19,,150000
1751928393,1759579754,237,18,2492,FS-9 &quot;Stoneface&quot; LMG,,1000000,150000
1751928393,1759579753,238,17,538,Emod Stabilizer 1,,,2275000
1751928393,1759579753,239,5,2351,Clash Core,87f8d046-ae68-45c7-93eb-49204a7e0e94,,412500
1751928393,1759579753,240,17,4042,Emod 'Tweaker' Stabilizer 2,,,726667
1751928393,1759579753,241,3,2336,Sangar Helmet Orange/Black,f8f2f73d-6d59-402e-92f7-8fac760c39fa,,494000
1751928393,1759579753,242,3,2455,Aves Helmet,83462bdc-21c1-47e7-b315-76d505dfa1cf,,562500
1751928393,1759079706,243,5,2637,Overlord Core Riptide,ab581449-f467-4d31-bf7d-1495db0c1b6b,,650000
1751928393,1756243105,244,3,1497,Stoneskin Helmet Tactical,5973794c-82dc-445a-a7f8-c95c5c73d0f0,,75000
1751928393,1759234188,245,3,4399,Antium Armor Helmet Sand,,,500000
1751928393,1759579754,246,3,2582,Mandible Snowfly Helmet,8f5262ca-06e0-4eee-893a-457c6bc0c260,,215000
1751928393,1759579754,247,20,2504,Valkyrie 2950 Best In Show Livery,7d5de3f3-47be-4e2a-af46-40cc2abecf8c,10000000,10000000
1751928393,1756502331,248,5,3971,DustUp Core Desert,398a3688-07c5-4c2b-8d0e-736979ba2834,,800000
1751928393,1759079707,249,16,515,Tigersclaw,3b1d33fb-aaca-4056-a28f-74da168e4070,,3000
1751928393,1759579753,250,17,4043,Sion 'Tweaker' Compensator 1,,300000,499750
